City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,nuriootpa,-34.4833,139.0,76.93,19,0,10.6,AU,1741046119
363,weyburn,49.6668,-103.8511,34.02,86,100,14.97,CA,1741046123
364,alotau,-10.3069,150.4462,79.18,85,100,3.2,PG,1741046127
365,ust'-ilimsk,58.0006,102.6619,5.4,99,95,4.65,RU,1741045947
366,pointe-noire,-4.7761,11.8635,79.63,89,92,5.28,CG,1741046136
367,touros,-5.1989,-35.4608,80.73,78,20,13.89,BR,1741046140
368,jiayuguan,39.8167,98.3,27.97,65,3,5.48,CN,1741046144
369,nantucket,41.2835,-70.0995,23.14,50,0,8.05,US,1741046148
370,karratha,-20.7377,116.8463,90.25,64,73,17.07,AU,1741046156
371,veraval,20.9,70.3667,73.53,63,100,14.12,IN,1741046160
372,trondheim,63.4305,10.3951,37.45,86,100,8.01,NO,1741046064
373,port douglas,-16.4833,145.4667,82.54,64,38,3.22,AU,1741046169
374,kutum,14.2,24.6667,68.25,14,39,4.72,SD,1741046173
375,chernyshevsk,52.5243,117.0174,-9.29,100,82,0.58,RU,1741046177
376,mejit,10.2753,170.8646,80.58,76,40,23.42,MH,1741046181
377,ironwood,46.4547,-90.171,50.81,30,0,4.61,US,1741046183
378,bakaly,55.1789,53.8028,19.17,94,100,9.04,RU,1741046189
379,khamharia,20.9833,82.2667,65.39,36,3,1.3,IN,1741046193
380,saudarkrokur,65.7461,-19.6394,28.94,91,100,8.57,IS,1741046197
381,kirgiz-miyaki,53.6324,54.7979,13.82,94,100,6.82,RU,1741046202
382,laojunmiao,39.8333,97.7333,27.18,30,0,5.7,CN,1741046206
383,misratah,32.3754,15.0925,59.77,75,2,10.18,LY,1741046210
384,port augusta,-32.5,137.7667,84.94,12,0,4.74,AU,1741046214
385,kampung sungai ara,5.327,100.2735,80.51,69,20,3.44,MY,1741046218
386,boca do acre,-8.7522,-67.3978,73.33,99,100,1.41,BR,1741046222
387,sorong,-0.8833,131.25,80.76,85,95,3.65,ID,1741046226
388,piti village,13.4626,144.6933,85.3,76,75,16.11,GU,1741046230
389,remire-montjoly,4.9167,-52.2667,78.84,83,100,5.75,GF,1741046235
390,monte alegre,-2.0078,-54.0692,74.3,96,98,2.86,BR,1741046239
391,den burg,53.0542,4.7972,40.98,100,100,3.44,NL,1741046244
392,dwarka,22.2394,68.9678,73.62,75,58,19.01,IN,1741046248
393,lerwick,60.1545,-1.1494,46.06,80,100,29.64,GB,1741046252
394,nadi,-17.8,177.4167,86.0,74,40,10.36,FJ,1741046257
395,jamjamal,35.5365,44.8317,44.38,44,100,4.52,IQ,1741046255
396,dryden,49.7833,-92.7503,44.89,49,0,9.22,CA,1741046265
397,harper,4.375,-7.7169,79.97,87,95,7.14,LR,1741046269
398,dalandzadgad,43.5708,104.425,26.49,73,79,7.25,MN,1741046273
399,nemuro,43.3236,145.575,24.15,54,2,15.48,JP,1741046278
400,tazovsky,67.4667,78.7,0.5,97,100,6.17,RU,1741046282
401,pacasmayo,-7.4006,-79.5714,78.22,72,100,12.71,PE,1741046286
402,loukhi,66.0764,33.0381,29.14,98,100,4.92,RU,1741046290
403,san martin de los andes,-40.1604,-71.3486,45.19,92,64,4.12,AR,1741046294
404,benguela,-12.5763,13.4055,77.9,80,96,4.23,AO,1741046298
405,dolbeau-mistassini,48.8763,-72.212,10.87,96,94,4.65,CA,1741046302
406,ciudad lazaro cardenas,17.9583,-102.2,79.75,64,87,9.51,MX,1741046306
407,nanjing,32.0617,118.7778,37.69,95,100,8.34,CN,1741046310
408,kingston,17.997,-76.7936,79.75,78,75,5.75,JM,1741046315
409,bubaque,11.2833,-15.8333,74.95,71,98,20.51,GW,1741046320
410,isangel,-19.55,169.2667,84.31,84,75,4.61,VU,1741046324
411,san pedro pochutla,15.7333,-96.4667,85.71,52,0,9.17,MX,1741046114
412,amga,60.8953,131.9608,-20.18,96,100,2.59,RU,1741046332
413,moranbah,-22.0016,148.0466,88.61,36,15,6.85,AU,1741046336
414,daru,-9.0763,143.2092,84.18,71,100,7.65,PG,1741046340
415,kristiansund,63.1115,7.732,43.12,87,75,29.93,NO,1741046344
416,necochea,-38.5473,-58.7368,72.27,85,75,7.36,AR,1741046349
417,cooma,-36.2333,149.1333,63.48,58,67,7.36,AU,1741046353
418,sanctuary point,-35.1114,150.629,70.79,59,97,9.26,AU,1741046357
419,slawharad,53.4446,31.0014,34.84,80,100,14.38,BY,1741046361
420,jining,35.405,116.5814,32.5,86,79,4.07,CN,1741046365
421,vorkuta,67.5,64.0,14.86,96,100,7.29,RU,1741046369
422,lepsy,46.235,78.9456,21.9,79,100,14.14,KZ,1741046373
423,shache,38.4167,77.2406,35.42,86,100,4.92,CN,1741046377
424,garissa,-0.4536,39.6401,79.43,64,34,11.56,KE,1741046390
425,hadibu,12.65,54.0333,75.29,77,3,10.74,YE,1741046394
426,huilong,31.8111,121.655,42.03,93,100,23.53,CN,1741046398
427,castillos,-34.1667,-53.8333,72.99,96,62,6.24,UY,1741046402
428,bengkulu,-3.8004,102.2655,75.9,92,97,4.43,ID,1741046406
429,buala,-8.145,159.5921,84.87,70,100,3.49,SB,1741046411
430,jaisalmer,26.9147,70.9181,60.24,12,3,10.33,IN,1741046416
431,aconibe,1.2968,10.9369,68.72,98,100,3.47,GQ,1741046420
432,nar'yan-mar,67.6713,53.087,24.13,95,100,14.23,RU,1741046424
433,aras-asan,8.8908,126.3033,78.12,88,99,2.84,PH,1741046428
434,luanda,-8.8368,13.2343,82.4,78,75,9.22,AO,1741046432
435,hpa-an,16.8906,97.6333,71.44,91,33,1.95,MM,1741046436
436,pursat,12.3333,103.6667,74.05,71,98,1.9,KH,1741046440
437,korla,41.7597,86.1469,37.92,47,100,14.74,CN,1741046445
438,ulladulla,-35.35,150.4667,70.88,58,81,9.82,AU,1741046449
439,shipley,53.8333,-1.7667,43.25,86,76,5.95,GB,1741046453
440,cam ranh,11.9214,109.1591,75.16,94,0,0.0,VN,1741046457
441,watertown,42.3709,-71.1828,30.11,37,40,9.22,US,1741046435
442,vicuna,-30.0319,-70.7081,71.96,49,0,2.93,CL,1741046466
443,midvagur,62.0511,-7.1939,45.43,87,100,14.97,FO,1741046474
444,soligalich,59.0778,42.2864,24.1,96,100,7.96,RU,1741046478
445,rajula,21.05,71.4333,74.43,57,72,12.41,IN,1741046482
446,itaqui,-29.1253,-56.5531,92.08,32,68,3.36,BR,1741046487
447,bay city,43.5945,-83.8889,37.26,53,0,10.36,US,1741046350
448,northam,51.0333,-4.2167,34.81,92,2,1.01,GB,1741046495
449,auki,-8.7676,160.7034,83.75,76,96,2.04,SB,1741046500
450,megion,61.0296,76.1136,21.22,99,99,4.25,RU,1741046504
451,santa terezinha,-29.9002,-50.0904,76.68,89,1,16.73,BR,1741046509
452,bechar,31.6167,-2.2167,64.72,20,40,8.05,DZ,1741046513
453,north platte,41.1239,-100.7654,44.49,100,100,6.91,US,1741046517
454,cockburn town,21.4612,-71.1419,76.96,88,40,13.8,TC,1741046521
455,colinas,-6.0258,-44.2492,72.82,97,100,2.44,BR,1741046525
456,tananger,58.9333,5.6,45.28,72,75,14.97,NO,1741046529
457,deniliquin,-35.5333,144.9667,80.85,40,0,13.4,AU,1741046533
458,kourou,5.1552,-52.6478,75.65,89,63,5.79,GF,1741046541
459,flying fish cove,-10.4217,105.6791,80.28,89,99,6.91,CX,1741046546
460,laguna,38.421,-121.4238,63.07,48,0,3.44,US,1741046464
461,viedma,-40.8135,-62.9967,69.44,60,89,7.47,AR,1741046372
462,atar,20.5169,-13.0499,65.53,39,56,0.92,MR,1741046558
463,lebedyn,50.5852,34.4849,34.47,93,100,14.07,UA,1741046562
464,krasnyy luch,48.1395,38.9371,28.92,88,100,11.25,UA,1741046566
465,hanawa,40.1836,140.7872,29.52,57,82,3.2,JP,1741046570
466,jianguang,28.1938,115.7836,41.97,79,100,8.41,CN,1741046574
467,chibuto,-24.6867,33.5306,70.59,89,63,2.8,MZ,1741046579
468,posse,-14.0931,-46.3694,76.26,51,81,5.53,BR,1741046587
469,granja,-3.1203,-40.8261,73.99,99,72,1.9,BR,1741046591
470,sambiase,38.9654,16.2847,46.15,65,34,9.22,IT,1741046595
471,lucapa,-8.4192,20.7447,65.79,92,100,2.91,AO,1741046599
472,lukolela,-1.0605,17.1821,74.1,89,94,3.62,CD,1741046604
473,conceicao da barra,-18.5933,-39.7322,74.16,91,59,4.79,BR,1741046608
474,madimba,-10.4,40.3333,77.99,81,17,1.99,TZ,1741046612
475,levuka,50.1834,-105.4011,31.71,93,100,10.96,CA,1741046616
476,faya-largeau,17.9257,19.1043,78.22,10,2,8.84,TD,1741046620
477,ebon,4.582,168.6964,82.27,72,57,20.96,MH,1741046624
478,coyhaique,-45.5752,-72.0662,46.09,95,73,3.24,CL,1741046628
479,ypsonas,34.6884,32.9574,50.97,82,0,4.61,CY,1741046633
480,geraldton,-28.7667,114.6,72.01,73,8,12.66,AU,1741046637
481,shangmei,27.7428,111.2956,35.19,89,100,3.56,CN,1741046641
482,mount isa,-20.7333,139.5,94.77,34,0,5.75,AU,1741046645
483,kathmandu,27.7167,85.3167,52.02,82,20,2.3,NP,1741046587
484,kimbe,-5.5502,150.1429,87.55,65,92,1.14,PG,1741046654
485,arteche,12.2645,125.4048,79.27,91,100,7.36,PH,1741046658
486,cremona,45.2333,9.9333,44.28,77,5,1.12,IT,1741046662
487,choibalsan,48.0667,114.5,26.1,43,100,2.39,MN,1741046666
488,keetmanshoop,-26.5833,18.1333,76.8,42,73,10.4,NA,1741046671
489,tsetserleg,47.475,101.4542,15.3,84,100,2.71,MN,1741046676
490,palikir - national government center,6.9248,158.1611,86.85,75,75,11.5,FM,1741046680
491,barcelos,41.5388,-8.6151,51.08,82,100,5.66,PT,1741046640
492,westerland,54.9079,8.3033,41.09,100,100,16.11,DE,1741046688
493,placido de castro,-10.3353,-67.1856,72.54,99,100,0.4,BR,1741046692
494,paita,-5.0892,-81.1144,80.13,74,91,15.32,PE,1741046696
495,driefontein,-27.0177,30.4498,56.79,95,4,3.02,ZA,1741046700
496,monte argentario,42.4345,11.1195,49.33,67,0,4.63,IT,1741046705
497,arica,-18.475,-70.3042,71.83,73,0,5.75,CL,1741046709
498,forster,-32.1667,152.5167,75.9,76,41,16.89,AU,1741046713
499,khamis mushait,18.3064,42.7292,63.21,42,0,16.11,SA,1741046527
500,lautoka,-17.6167,177.4667,85.86,74,40,10.36,FJ,1741046722
501,naantali,60.4674,22.0243,39.61,75,0,11.5,FI,1741046727
502,shambu,9.5667,37.1,60.26,52,97,1.81,ET,1741046731
503,trairi,-3.2778,-39.2689,78.24,85,95,5.86,BR,1741046735
504,padang,-0.9492,100.3543,77.05,87,100,3.76,ID,1741046493
505,shatrovo,56.5167,64.6333,8.17,97,100,2.84,RU,1741046743
506,sao joao de pirabas,-0.7747,-47.1772,75.04,94,100,3.36,BR,1741046747
507,page,36.9147,-111.4558,44.38,47,40,28.01,US,1741046698
508,nuuk,64.1835,-51.7216,9.21,85,75,29.93,GL,1741046514
509,wenling,28.3669,121.36,52.23,95,100,6.87,CN,1741046760
510,bijie,27.3125,105.2942,46.04,94,100,5.77,CN,1741046764
511,tahe,52.3333,124.7333,7.7,90,54,1.99,CN,1741046768
512,olinda,-8.0089,-34.8553,80.33,83,40,10.36,BR,1741046772
513,noosa heads,-26.3833,153.15,79.02,67,24,17.92,AU,1741046776
514,khandud,36.9513,72.318,3.78,97,100,4.88,AF,1741046780
515,az zuwaytinah,30.9522,20.1202,60.13,54,0,12.03,LY,1741046784
516,clinton,42.587,-82.9199,38.19,62,100,12.66,US,1741046788
517,axim,4.8699,-2.2405,80.19,86,63,7.74,GH,1741046793
518,cao bang,22.6667,106.25,70.86,93,87,1.54,VN,1741046797
519,thames,-37.1333,175.5333,71.58,68,100,6.51,NZ,1741046801
520,prymors'k,46.7348,36.3443,33.06,79,53,10.04,UA,1741046805
521,taseyevo,57.2169,94.8978,13.26,98,100,2.37,RU,1741046809
522,saldanha,-33.0117,17.9442,66.09,99,81,4.85,ZA,1741046813
523,thurso,58.5927,-3.5259,44.85,80,99,22.44,GB,1741046817
524,ubon ratchathani,15.1667,105.1667,79.25,54,24,5.7,TH,1741046821
525,vydrino,51.485,104.8461,10.17,83,14,4.72,RU,1741046826
526,ujae,8.9322,165.7642,81.05,79,34,23.85,MH,1741046831
527,ad dilam,23.9915,47.1627,58.05,28,88,7.76,SA,1741046835
528,weno,7.4515,151.8468,82.85,73,95,17.67,FM,1741046839
529,santa marta de ortigueira,43.6833,-7.85,56.25,83,89,3.0,ES,1741046844
530,pacific grove,36.6177,-121.9166,55.65,83,20,17.27,US,1741046848
531,saint-denis,48.9167,2.3333,43.14,80,0,6.91,FR,1741046852
532,rabaul,-4.1967,152.1721,82.85,72,71,3.47,PG,1741046856
533,inhambane,-23.865,35.3833,74.08,87,59,6.11,MZ,1741046860
534,hafar al-batin,28.4328,45.9708,48.78,46,0,11.5,SA,1741046864
535,kruisfontein,-34.0033,24.7314,84.15,36,97,5.77,ZA,1741046587
536,laibin,23.7,109.2667,59.94,83,97,10.38,CN,1741046873
537,callao,-12.0667,-77.15,82.72,78,0,13.8,PE,1741046779
538,chuzhou,32.3219,118.2978,36.57,96,100,8.25,CN,1741046881
539,ciudad bolivar,8.1222,-63.5497,88.79,44,79,18.63,VE,1741046666
540,kloulklubed,7.0419,134.2556,82.69,83,100,19.37,PW,1741046889
541,guantanamo,20.1444,-75.2092,74.77,79,92,3.6,CU,1741046893
542,acarau,-2.8856,-40.12,78.67,86,84,7.99,BR,1741046897
543,jardim,-21.4803,-56.1381,75.97,66,100,2.06,BR,1741046901
544,kuching,1.55,110.3333,80.98,92,100,0.49,MY,1741046695
545,yukhnov,54.7444,35.2297,33.35,93,100,11.68,RU,1741046910
546,kushk,33.2957,61.9522,32.9,25,0,3.47,AF,1741046914
547,saint-philippe,-21.3585,55.7679,79.27,81,23,8.5,RE,1741046918
548,bantva,21.4864,70.0689,72.75,55,44,12.46,IN,1741046922
549,nikel,69.4128,30.222,22.06,98,100,4.54,RU,1741046926
550,tanout,14.9709,8.8879,78.24,15,63,11.65,NE,1741046930
551,kargasok,59.0556,80.8572,14.41,98,95,5.61,RU,1741046934
552,karasu,41.071,30.7854,39.27,86,60,8.12,TR,1741046938
553,lichuan,30.3,108.85,39.49,95,100,3.94,CN,1741046943
554,berezovyy,51.6667,135.7,0.9,72,4,4.34,RU,1741046947
555,las parejas,-32.6848,-61.5164,81.45,75,20,9.64,AR,1741046951
556,thunder bay,48.4001,-89.3168,35.58,64,75,5.75,CA,1741046668
557,salida,37.7058,-121.0849,64.09,46,20,10.36,US,1741046959
558,el quebrachal,-25.2833,-64.0667,91.22,33,71,9.57,AR,1741046963
559,cocula,20.3652,-103.8222,86.23,19,65,10.6,MX,1741046967
560,san julian,21.0167,-102.1667,79.7,15,39,13.85,MX,1741046972
561,kovdor,67.5662,30.4758,17.38,98,100,2.42,RU,1741046976
562,brisas de zicatela,15.8369,-97.0419,84.72,70,20,5.75,MX,1741046980
563,mercedes,-34.6515,-59.4307,71.94,93,93,8.84,AR,1741046985
564,khor,47.8861,134.9464,-3.35,88,5,8.08,RU,1741046989
565,prince george,53.9166,-122.753,38.39,74,89,1.61,CA,1741046993
566,juan griego,11.0817,-63.9655,75.11,89,66,9.46,VE,1741046997
567,goondiwindi,-28.55,150.3167,82.35,39,0,7.16,AU,1741047001
568,paredon,16.0333,-93.8667,83.97,63,3,5.37,MX,1741047005
569,kokopo,-4.352,152.2633,83.62,69,70,3.74,PG,1741047010
570,natal,-5.795,-35.2094,81.03,74,15,11.59,BR,1741047014
571,anchorage,61.2181,-149.9003,42.98,68,100,5.75,US,1741046887
572,el alto,-4.2714,-81.2147,77.83,75,99,10.07,PE,1741047026
573,jian'ou,27.0469,118.3253,56.7,87,100,3.18,CN,1741047030
574,naze,28.3667,129.4833,69.62,87,100,15.41,JP,1741047034
575,quang ngai,15.1167,108.8,73.89,88,51,3.44,VN,1741047038
576,mount darwin,-16.7725,31.5838,67.57,92,86,0.92,ZW,1741047042
